Order ID,Customer Name,Segment,Order Date,State,Postal Code,Category,Ship Date,Days to Ship,Quantity,Sales
US-2019-122959,Craig Yedwab,Corporate,12-Dec-19,Texas,78207,Office Supplies,12-Dec-19,0,2,$210.4
CA-2019-148488,Sally Matthias,Consumer,10-Dec-19,New York,10009,Office Supplies,15-Dec-19,5,9,$117.7
US-2019-112991,Sally Hughsby,Corporate,10-Dec-19,Idaho,83605,Furniture,14-Dec-19,4,3,$338.4
,,,,,,Office Supplies,14-Dec-19,4,8,$117.3
CA-2019-101175,Dario Medina,Corporate,09-Dec-19,Arizona,85204,Office Supplies,14-Dec-19,5,6,$100.7
CA-2019-104976,Cyma Kinney,Corporate,09-Dec-19,California,94122,Office Supplies,16-Dec-19,7,6,$34.7
CA-2019-109932,Victoria Pisteka,Corporate,09-Dec-19,Texas,78521,Office Supplies,11-Dec-19,2,5,$247.8
CA-2019-138128,Frank Preis,Consumer,09-Dec-19,Pennsylvania,19134,Office Supplies,15-Dec-19,6,3,$30.7
,,,,,,Technology,15-Dec-19,6,4,"$1,080.0"
CA-2019-169649,Thomas Seio,Corporate,09-Dec-19,Illinois,60653,Office Supplies,15-Dec-19,6,4,$28.8
CA-2019-104773,Thomas Boland,Corporate,08-Dec-19,Texas,77041,Office Supplies,13-Dec-19,5,2,$60.4
CA-2019-129364,Tim Brockman,Consumer,08-Dec-19,Oregon,97301,Office Supplies,13-Dec-19,5,26,$109.2
,,,,,,Technology,13-Dec-19,5,13,$156.6
CA-2019-135608,Jim Karlsson,Consumer,08-Dec-19,Washington,98502,Furniture,10-Dec-19,2,5,$603.9
,,,,,,Office Supplies,10-Dec-19,2,2,$45.7
CA-2019-144071,Denny Joy,Corporate,08-Dec-19,California,94110,Furniture,15-Dec-19,7,5,$119.3
CA-2019-101392,Ann Steele,Home Office,07-Dec-19,Washington,98103,Office Supplies,13-Dec-19,6,7,$269.4
CA-2019-138737,Frank Preis,Consumer,07-Dec-19,California,90049,Office Supplies,10-Dec-19,3,3,$8.6
CA-2019-154592,Erica Hernandez,Home Office,07-Dec-19,California,94109,Office Supplies,08-Dec-19,1,3,$164.9
CA-2019-159681,Patrick O'Brill,Consumer,07-Dec-19,Virginia,23464,Office Supplies,13-Dec-19,6,4,$105.5
CA-2019-106726,Roland Schwarz,Corporate,06-Dec-19,California,90008,Office Supplies,08-Dec-19,2,7,"$1,261.3"
CA-2019-110030,Luke Foster,Consumer,06-Dec-19,Texas,77095,Furniture,08-Dec-19,2,3,$24.0
CA-2019-155390,Barry Gonzalez,Consumer,06-Dec-19,Tennessee,38109,Office Supplies,11-Dec-19,5,2,$42.2
US-2019-112872,Ryan Crowe,Consumer,06-Dec-19,Oregon,97477,Furniture,11-Dec-19,5,1,$275.5
,,,,,,Office Supplies,11-Dec-19,5,3,$53.4
US-2019-140452,Berenike Kampe,Consumer,06-Dec-19,Illinois,60610,Furniture,10-Dec-19,4,8,$225.7
,,,,,,Office Supplies,10-Dec-19,4,8,$53.8
,,,,,,Technology,10-Dec-19,4,4,$35.0
CA-2019-106376,Brendan Sweed,Corporate,05-Dec-19,Arizona,85234,Office Supplies,10-Dec-19,5,8,"$1,113.0"
,,,,,,Technology,10-Dec-19,5,4,$168.0
CA-2019-125542,Nona Balk,Corporate,05-Dec-19,Pennsylvania,19134,Office Supplies,07-Dec-19,2,11,$521.2
CA-2019-133830,Rob Lucas,Consumer,05-Dec-19,California,90045,Office Supplies,10-Dec-19,5,16,$90.6
CA-2019-138296,Roy Collins,Consumer,05-Dec-19,Virginia,22304,Office Supplies,12-Dec-19,7,2,$24.6
CA-2019-150203,Joni Blumstein,Consumer,05-Dec-19,California,90032,Office Supplies,07-Dec-19,2,6,$250.3
CA-2019-151162,Erin Ashbrook,Corporate,05-Dec-19,Ohio,43229,Office Supplies,09-Dec-19,4,10,$145.8
,,,,,,Technology,09-Dec-19,4,3,$216.7
CA-2019-166191,David Kendrick,Corporate,05-Dec-19,Illinois,62521,Office Supplies,09-Dec-19,4,2,$24.8
,,,,,,Technology,09-Dec-19,4,7,$408.7
CA-2019-127187,Cathy Prescott,Corporate,04-Dec-19,New York,10024,Technology,08-Dec-19,4,2,$130.0
CA-2019-122749,Nathan Gelder,Consumer,03-Dec-19,Oklahoma,73120,Technology,09-Dec-19,6,4,$480.0
CA-2019-164861,Matthew Clasen,Corporate,03-Dec-19,Missouri,63116,Office Supplies,06-Dec-19,3,4,$25.9
CA-2019-101147,Matt Collins,Consumer,02-Dec-19,Illinois,60623,Office Supplies,04-Dec-19,2,1,$2.4
CA-2019-103807,Elizabeth Moffitt,Corporate,02-Dec-19,Georgia,30328,Office Supplies,09-Dec-19,7,3,$15.2
,,,,,,Technology,09-Dec-19,7,1,$6.0
CA-2019-112158,David Philippe,Consumer,02-Dec-19,New York,10035,Furniture,04-Dec-19,2,5,$883.9
,,,,,,Office Supplies,04-Dec-19,2,8,$46.7
,,,,,,Technology,04-Dec-19,2,4,$120.0
CA-2019-132864,Katherine Nockton,Corporate,02-Dec-19,Ohio,43229,Technology,07-Dec-19,5,5,$119.8
CA-2019-154095,Odella Nelson,Corporate,02-Dec-19,Maryland,20735,Furniture,07-Dec-19,5,11,$300.6
,,,,,,Office Supplies,07-Dec-19,5,9,$162.5
US-2019-117744,Michael Dominguez,Corporate,02-Dec-19,Texas,78415,Furniture,06-Dec-19,4,10,$98.3
,,,,,,Office Supplies,06-Dec-19,4,7,$16.5
CA-2019-120474,Resi Pölking,Consumer,01-Dec-19,Wisconsin,53711,Furniture,03-Dec-19,2,8,"$2,807.8"
,,,,,,Office Supplies,03-Dec-19,2,4,$46.6
CA-2019-131051,Toby Ritter,Consumer,01-Dec-19,California,94122,Furniture,05-Dec-19,4,3,$58.2
CA-2019-131527,Toby Braunhardt,Consumer,01-Dec-19,North Carolina,28540,Technology,07-Dec-19,6,4,$96.0
CA-2019-143210,Anna Andreadi,Consumer,01-Dec-19,Massachusetts,01852,Furniture,03-Dec-19,2,5,$55.7
,,,,,,Technology,03-Dec-19,2,2,$271.9
CA-2019-150798,Joe Kamberova,Consumer,01-Dec-19,Ohio,43229,Furniture,03-Dec-19,2,8,$917.8
,,,,,,Office Supplies,03-Dec-19,2,7,$36.3
,,,,,,Technology,03-Dec-19,2,2,$660.0
US-2019-161613,Matt Connell,Corporate,01-Dec-19,Texas,77070,Furniture,03-Dec-19,2,3,$674.1
CA-2019-103590,Jeremy Lonsdale,Consumer,30-Nov-19,New York,10550,Office Supplies,04-Dec-19,4,4,$62.3
CA-2019-146843,Philip Brown,Consumer,30-Nov-19,Arizona,85323,Office Supplies,06-Dec-19,6,7,$48.0
,,,,,,Technology,06-Dec-19,6,4,$102.2
CA-2019-148425,Randy Ferguson,Corporate,30-Nov-19,Florida,32839,Office Supplies,04-Dec-19,4,9,$6.6
CA-2019-136280,Corey-Lock,Consumer,29-Nov-19,Pennsylvania,19143,Office Supplies,06-Dec-19,7,2,$5.0
CA-2019-153983,Alan Hwang,Consumer,29-Nov-19,California,94122,Office Supplies,06-Dec-19,7,5,$30.4
,,,,,,Technology,06-Dec-19,7,2,$575.9
US-2019-111353,Philip Brown,Consumer,29-Nov-19,New York,10009,Office Supplies,06-Dec-19,7,2,$25.1
US-2019-134712,Bill Stewart,Corporate,29-Nov-19,Illinois,60076,Office Supplies,04-Dec-19,5,2,$12.6
CA-2019-101560,Chris Selesnick,Corporate,28-Nov-19,South Carolina,29203,Furniture,01-Dec-19,3,5,$397.6
,,,,,,Office Supplies,01-Dec-19,3,14,$144.7
CA-2019-105249,Duane Huffman,Home Office,28-Nov-19,California,94122,Furniture,28-Nov-19,0,4,$411.3
,,,,,,Office Supplies,28-Nov-19,0,6,$48.8
CA-2019-121167,Mary O'Rourke,Consumer,28-Nov-19,New York,11520,Office Supplies,30-Nov-19,2,2,$17.2
CA-2019-121629,Brian Thompson,Consumer,28-Nov-19,Texas,77041,Technology,02-Dec-19,4,5,$998.9
CA-2019-159800,Sheri Gordon,Consumer,28-Nov-19,California,94109,Office Supplies,01-Dec-19,3,3,$43.7
,,,,,,Technology,01-Dec-19,3,7,$139.9
CA-2019-163013,Bart Folk,Consumer,28-Nov-19,Alabama,36116,Office Supplies,04-Dec-19,6,3,$14.7
US-2019-120175,Matthew Clasen,Corporate,28-Nov-19,Indiana,47374,Office Supplies,03-Dec-19,5,6,$64.0
CA-2019-119032,Maxwell Schwartz,Consumer,27-Nov-19,New York,10035,Office Supplies,03-Dec-19,6,2,$3.8
CA-2019-167486,Jack O'Briant,Corporate,27-Nov-19,New York,14215,Furniture,01-Dec-19,4,5,$199.9
CA-2019-124730,Lynn Smith,Consumer,26-Nov-19,New York,13501,Office Supplies,26-Nov-19,0,20,$134.7
,,,,,,Technology,26-Nov-19,0,4,$280.0
CA-2019-141110,Luke Schmidt,Corporate,26-Nov-19,California,93727,Office Supplies,01-Dec-19,5,9,$67.1
CA-2019-168984,Natalie Webber,Consumer,26-Nov-19,Oregon,97224,Office Supplies,02-Dec-19,6,8,$684.6
,,,,,,Technology,02-Dec-19,6,4,$438.3
US-2019-147606,Joel Eaton,Consumer,26-Nov-19,Texas,77070,Furniture,01-Dec-19,5,5,$19.3
US-2019-147648,Lindsay Shagiari,Home Office,26-Nov-19,California,94109,Office Supplies,01-Dec-19,5,2,$82.0
CA-2019-119151,Mike Pelletier,Home Office,25-Nov-19,New York,10009,Furniture,29-Nov-19,4,3,$276.0
,,,,,,Office Supplies,29-Nov-19,4,4,"$1,117.9"
CA-2019-122588,Andy Reiter,Consumer,25-Nov-19,Rhode Island,02895,Furniture,27-Nov-19,2,2,$53.0
CA-2019-127446,Matt Collister,Corporate,25-Nov-19,Texas,76017,Furniture,30-Nov-19,5,8,"$1,224.8"
,,,,,,Office Supplies,30-Nov-19,5,6,$24.1
,,,,,,Technology,30-Nov-19,5,3,$24.7
CA-2019-164721,Laurel Workman,Corporate,25-Nov-19,California,94513,Furniture,27-Nov-19,2,3,$23.9
,,,,,,Office Supplies,27-Nov-19,2,10,$347.6
US-2019-107993,Sanjit Engle,Consumer,25-Nov-19,Oregon,97477,Office Supplies,30-Nov-19,5,7,$51.0
US-2019-144078,Richard Bierner,Consumer,25-Nov-19,California,90004,Furniture,29-Nov-19,4,4,$725.3
,,,,,,Office Supplies,29-Nov-19,4,3,$7.4
,,,,,,Technology,29-Nov-19,4,5,$539.9
CA-2019-100762,Nat Gilpin,Corporate,24-Nov-19,Michigan,49201,Office Supplies,29-Nov-19,5,11,$508.6
CA-2019-102295,Erica Hackney,Consumer,24-Nov-19,California,95823,Furniture,26-Nov-19,2,1,$120.7
CA-2019-105984,Muhammed Yedwab,Corporate,24-Nov-19,Ohio,43229,Furniture,24-Nov-19,0,3,$611.1
,,,,,,Technology,24-Nov-19,0,5,"$1,050.0"
CA-2019-111360,Alyssa Tate,Home Office,24-Nov-19,Ohio,44312,Office Supplies,30-Nov-19,6,3,$5.7
CA-2019-115973,Nathan Gelder,Consumer,24-Nov-19,Ohio,45231,Office Supplies,26-Nov-19,2,1,$2.6
CA-2019-122217,Harold Pawlan,Home Office,24-Nov-19,Virginia,23464,Furniture,29-Nov-19,5,5,$111.2
CA-2019-127131,Harold Ryan,Corporate,24-Nov-19,Washington,98103,Office Supplies,30-Nov-19,6,19,$721.5
CA-2019-153850,Thea Hendricks,Consumer,24-Nov-19,Ohio,43615,Furniture,29-Nov-19,5,7,$35.2
,,,,,,Technology,29-Nov-19,5,4,"$1,502.4"
CA-2019-158540,Vivek Gonzalez,Consumer,24-Nov-19,California,92037,Furniture,26-Nov-19,2,4,$151.7
CA-2019-163034,Darren Koutras,Consumer,24-Nov-19,Illinois,60610,Office Supplies,28-Nov-19,4,5,$646.2
CA-2019-167360,Richard Bierner,Consumer,24-Nov-19,Missouri,63116,Technology,29-Nov-19,5,7,$111.8
CA-2019-110352,Emily Ducich,Home Office,23-Nov-19,Texas,77036,Office Supplies,29-Nov-19,6,2,$23.7
CA-2019-120544,Saphhira Shifley,Corporate,23-Nov-19,Texas,75150,Furniture,27-Nov-19,4,2,$6.4
,,,,,,Office Supplies,27-Nov-19,4,3,$34.2
,,,,,,Technology,27-Nov-19,4,7,$5.5
CA-2019-139283,Bobby Trafton,Consumer,23-Nov-19,Michigan,48227,Office Supplies,27-Nov-19,4,3,$14.7
CA-2019-149055,Phillip Breyer,Corporate,23-Nov-19,Pennsylvania,19134,Office Supplies,28-Nov-19,5,3,$62.8
CA-2019-159625,Sally Matthias,Consumer,23-Nov-19,Arizona,85254,Office Supplies,28-Nov-19,5,3,$23.5
US-2019-143721,Damala Kotsonis,Corporate,23-Nov-19,Texas,77095,Furniture,26-Nov-19,3,2,$155.4
US-2019-157385,Sanjit Chand,Consumer,23-Nov-19,California,90004,Furniture,25-Nov-19,2,7,$985.4
,,,,,,Office Supplies,25-Nov-19,2,3,$21.8
,,,,,,Technology,25-Nov-19,2,1,$30.0
CA-2019-105340,Evan Henry,Consumer,22-Nov-19,Texas,77506,Office Supplies,25-Nov-19,3,1,$6.9
CA-2019-125682,Robert Barroso,Corporate,22-Nov-19,Georgia,30318,Office Supplies,25-Nov-19,3,2,$10.0
CA-2019-129091,Ruben Ausman,Corporate,22-Nov-19,Georgia,31907,Office Supplies,27-Nov-19,5,13,"$1,022.6"
